Seq.,sentence,similarity_to_bench,page,cluster
0,"  
  
 Defense Acquisitions:  
 How DOD Acquires Weapon Systems and 
 Recent Efforts to Reform the Process 
 Moshe Schwartz 
 Specialist in Defense Acquisition 
 May 23, 2014 
 Congressional Research Service 
 7-5700 
 www.crs.gov 
 RL34026 
 Defense Acquisitions: How DOD Acquires Weapon Systems 
  
 Congressional Research Service 
 Summary 
 ",0.6702809853924602,1,4
1,"The Department of Defense (DOD) acquires goods and services from contractors, federal 
 arsenals, and shipyards to support military operations. ",0.6114238171459611,2,4
2," Acquisition  is a broad term that applies to 
 more than just the purchase of an item or service; the acquisition process encompasses the design, 
 engineering, construction, testing, deployment, sustainment, and disposal of weapons or related 
 items purchased from a contractor. ",0.9404657990495023,2,3
3,"
 As set forth by statute and regulation, from concept to deployment, a weapon system must go 
 through a three-step process of identifying a required (needed) weapon system, establishing a 
 budget, and acquiring the system. ",1.2278249965408603,2,5
4,"These three steps are organized as follows:  
 1. ",0.7382333616037153,2,0
5,"  The Joint Capabilities Integration and Development System (JCIDS)—for 
 identifying requirements. ",0.9661634722351035,2,2
6,"
 2. ",0.0,2,-1
7,"  The Planning, Programming, Budgeting, and Execution System (PPBE)—for 
 allocating resources and budgeting. ",1.024912727036884,2,6
8,"
 3. ",0.0,2,-1
9,  The Defense Acquisition System (DAS)—for developing and/or buying the item. ,0.5935715601052101,2,8
10," 
 The Defense Acquisition System uses “milestones” to oversee and manage acquisition programs. ",0.7802443013493962,2,5
11,"
 At each milestone, a program must meet specific statutory and regulatory requirements before the 
 program can proceed to the next phase of the acquisition process. ",0.7611861369179548,2,5
12,"There are three milestones: 
 •  
 Milestone A—initiates technology maturation and risk reduction. ",0.6257903029206385,2,7
13,"
 •  
 Milestone B—initiates engineering and manufacturing development. ",0.5093150704601962,2,7
14,"
 •  
 Milestone C—initiates production and deployment. ",0.46300176425960016,2,7
15,"
 Both Congress and DOD have been active in trying to improve defense acquisitions. ",0.7276155688516753,2,8
16,"A 
 comprehensive legislative effort to improve weapon system acquisition occurred in May 2009, 
 when Congress passed and the President signed into law the Weapon Systems Acquisition Reform 
 Act of 2009 (S. 454/P.L. 111-23). ",0.9793181912612472,2,4
17,"Key provisions in the act include appointment of a Director of 
 Cost Assessment and Program Evaluation within DOD to establish guidance on cost estimating; 
 appointment of a Director of Developmental Test and Evaluation; appointment of a Director of 
 Systems Engineering; and a requirement that the Director of Defense Research and Engineering 
 periodically assess technological maturity of Major Defense Acquisition Programs. ",1.3932370105284624,2,5
18," 
 DOD has undertaken a comprehensive effort to improve defense acquisitions, including rewriting 
 elements of the regulatory structure that govern defense acquisitions and launching the  Better 
 Buying Power  and  Better Buying Power II ",0.8973595369682789,2,8
19," initiatives aimed at “implementing practices and 
 policies designed to improve the productivity of the Department of Defense and of the industrial 
 base.” ",0.8853979911270322,2,8
20,"
 An oversight issue for Congress is the extent to which the Weapon Systems Acquisition Reform 
 Act and the various DOD initiatives are having a positive effect on acquisitions, and what 
 additional steps, if any, Congress can take to further the effort to improve defense acquisitions. ",1.147714108572638,2,8
21," 
  
 Defense Acquisitions: How DOD Acquires Weapon Systems 
  
 Congressional Research Service 
 Contents 
 Introduction ...................................................................................................................................... 1  
 Background ...................................................................................................................................... 1  
 Statutory and Regulatory Foundation ........................................................................................ 2  
 The Process for Buying a Weapon System ...................................................................................... 2  
 The Requirements Process: Joint Capabilities Integration and Development System 
 (JCIDS) ................................................................................................................................... 3  
 The Budgeting Process: Planning, Programming, Budgeting and Execution System 
 (PPBE) .................................................................................................................................... 5  
 The Defense Acquisition System ............................................................................................... 6  
 Entering the Defense Acquisition System—Materiel Development Decision .................... 7  
 Material Solution Analysis Phase—Determining the Right Solution ................................. 8  
 Milestone A and the Technology Maturation and Risk Reduction Phase ............................ 9  
 Milestone B and the Engineering and Manufacturing Development Phase ...................... 10  
 Milestone C and the Production and Deployment Phase .................................................. 12  
 Operations and Support Phase ........................................................................................... 13  
 Acquisition Categories ................................................................................................................... 14  
 Acquisition Reform ....................................................................................................................... 15  
 DOD Reform Efforts ............................................................................................................... 16  
 Congressional Reform Efforts ................................................................................................. 17  
  
 Figures 
 Figure 1. ",1.2245999866509858,2,5
22,"DOD’s Defense Acquisition Structure .............................................................................. 3  
 Figure 2. ",0.44159783826725874,3,5
23,"Defense Acquisition Milestones ....................................................................................... 7  
 Figure 3. ",0.41658908423183505,3,0
24,"Materiel Solution Analysis and the Pre-Milestone Phase ................................................. 8  
 Figure 4. ",0.7407941110504204,3,7
25,"Milestone A: The Technology Maturation and Risk Reduction Phase ............................. 9  
 Figure 5. ",0.6295238937616593,3,7
26,"Milestone B: The Engineering and Manufacturing Development Phase ....................... 11  
 Figure 6. ",0.5760791592956497,3,7
27,"Milestone C: The Production and Deployment Phase .................................................... 12  
 Figure 7. ",0.5400377040024058,3,7
28,"The Operations and Support Phase ................................................................................. 14  
  
 Tables 
 Table 1. ",0.6201519476193585,3,0
29,"Description of Acquisition Categories ............................................................................. 14  
  
 Contacts 
 Author Contact Information........................................................................................................... 18  
  
 Defense Acquisitions: How DOD Acquires Weapon Systems 
  
 Congressional Research Service 
 1 
 Introduction 
 ",0.566104500929504,3,4
30,"This report provides an overview of the process by which the Department of Defense (DOD) 
 acquires weapon systems and briefly discusses recent major efforts by Congress and DOD to 
 improve the performance of the acquisition system. ",1.0019753436277137,4,8
31,"For a discussion on the process for dealing 
 with significant cost growth in weapon systems, see CRS Report R41293,  The Nunn-McCurdy 
 Act: Background, Analysis, and Issues for Congress , by Moshe Schwartz. ",0.9947453650430441,4,8
32,"
 Background 
 The Department of Defense acquires goods and services from contractors, federal arsenals, and 
 shipyards to support military operations. ",0.5974162901476833,4,4
33," Acquisition  is a broad term that applies to more than just 
 the purchase of an item or service; the acquisition process encompasses the design, engineering, 
 construction, testing, deployment, sustainment, and disposal of weapons or related items 
 purchased from a contractor. ",0.9404657990495023,4,3
34,"1  From a policy perspective, federal regulations and federal law 
 generally use the terms  acquisition  and  procurement  interchangeably. ",0.8269669134153471,4,4
35,"2  The term procurement, 
 when used within the context of acquisitions, is different from the budget definition of 
 procurement that generally references the Procurement budget appropriations account—a funding 
 stream that is distinct from Research and Development, Operations and Maintenance, and other 
 budget categories. ",1.0275810239953866,4,3
36,"
 DOD’s acquisition process is highly complex and does not always produce systems that meet 
 estimated cost or performance expectations. ",0.95125514332778,4,11
37,"Congress has been concerned with the structure and 
 performance of the defense acquisition system for many years. ",0.7405893057787594,4,8
38,"For example, the House Armed 
 Services Committee’s report of the FY2007 defense authorization bill stated 
 Simply put, the Department of Defense (DOD) acquisition process is broken. ",0.6426557702362719,4,4
39,"The ability of 
 the Department to conduct the large scale acquisitions required to ensure our future national 
 security is a concern of the committee. ",0.8240987732970486,4,11
40,"The rising costs and lengthening schedules of major 
 defense acquisition programs lead to more expensive platforms fielded in fewer numbers. ",0.8556592377055059,4,10
41,"
 The committee’s concerns extend to all three key components of the Acquisition process 
 including requirements generation, acquisition and contracting, and financial management. ",0.8052182930413317,4,5
42,"3  
                                                                  
 1  The Federal Acquisition Regulation states that “[a]cquisition begins at the point when agency needs are established 
 and includes the description of requirements to satisfy agency needs, solicitation and selection of source, award of 
 contracts, contract financing, contract performance, contract administration, and those technical and management 
 functions directly related to the process of fulfilling agency needs by contract.” ",1.1936356655821392,4,3
43,See FAR 2.101. ,0.33973676917839535,4,1
44," 
 2  In the section of the Federal Acquisition Regulation that defines terms (2.101), the entry for the definition of 
 Procurement states “(see ‘acquisition’).” ",0.8242116117901791,4,3
45," 
 Title 10 of the  U.S. Code , Chapter 137 (Procurement Generally), adheres to a definition of  procurement  that “includes 
 all stages of the process of acquiring property or services, beginning with the process for determining a need for 
 property or services and ending with contract completion and closeout.” ",1.0787769927621549,4,3
46,"See 10 U.S.C. §2302, referencing Title 41, 
 §111. ",0.3850924207089241,4,1
47,"Title 41, §131, defines  acquisition  as “the process of acquiring, with appropriated amounts, by contract for 
 purchase or lease, property or services (including construction) that support the missions and goals of an executive 
 agency, from the point at which the requirements of the executive agency are established ... ” and includes 
 development, solicitation, contract award, and contract performance, through final delivery and payment. ",1.263930481229678,4,3
48," 
 3  H.Rept. 109-452. ",0.27974027395248413,4,1
49," Report of the Committee on Armed Services, House of Representatives on H.R. 5122 . ",0.49132475579726703,4,4
50,"May 5, 2006, 
 p. 350. ",0.0,4,-1
51,"
 Defense Acquisitions: How DOD Acquires Weapon Systems 
  
 Congressional Research Service 
 2 
 Over the decades, congressional oversight has focused on many aspects of the acquisition 
 process, from “micro-level” practices, such as characteristics of a particular contract, to “macro-
 level” practices, such as management and execution of the Joint Strike Fighter and other Major 
 Defense Acquisition Programs (MDAPs). ",0.8288153526931092,4,8
52,"4  Congress has held oversight hearings and enacted 
 legislation in an effort to improve the defense acquisition structure and its practices. ",0.9177262320194108,5,8
53,"5   
 Statutory and Regulatory Foundation 
 Title 10 of the  United States Code  governs the organization, structure, and operation of the Armed 
 Forces of the United States. ",0.7212159860151879,5,4
54,"Several sections within the title charge the secretaries of the military 
 departments (Army, Navy, and Air Force) with responsibility to “equip” the armed forces. ",0.5797661277143762,5,4
55,"
 General procurement provisions, many of which apply to MDAPs and MAISs (Major Automated 
 Information Systems), are spread throughout the title, including assignment of responsibilities, 
 establishment of acquisition procedures, and requirements for reporting to Congress. ",0.9309173566211544,5,9
56,"The annual 
 National Defense Authorization Acts are one of the principal mechanisms by which Congress 
 modifies the defense acquisition structure, also set forth in Title 10. ",0.7724045708040472,5,4
57,"
 DOD procurement activities are generally governed by three sets of federal government 
 regulations:  
 •  
  The first set of regulations applies to the entire federal government (including 
 DOD unless stated otherwise) and is found in the Federal Acquisition Regulation 
 (FAR). ",1.010583221779631,5,3
58," 
 •  
 The second set of regulations applies only to DOD and is found in the Defense 
 Federal Acquisition Regulation Supplement. ",0.7651222356301915,5,4
59," 
 •  
 The third set of regulations applies only to individual DOD components and is 
 found in component-unique FAR Supplements. ",0.7019896175264935,5,3
60,"6   
 Procurement actions in DOD must adhere to the various regulations, and program managers must 
 take the regulations into account during the planning and execution of their programs. ",1.0849925178087916,5,5
61,"
 The Process for Buying a Weapon System 
 Every weapon system in the U.S. arsenal is intended to satisfy a specific military need (often 
 referred to as a  requirement) , must be paid for by the federal  budget , and is designed and built 
 within an  acquisition system . ",1.0208121122506868,5,11
62,"From concept to deployment, a weapon system must go through the 
                                                                  
 4  MDAPs are the Department’s most expensive acquisition programs. ",0.5957694506499057,5,5
63,"MDAPs are statutorily defined in 10 U.S.C. 
 §2430 as DOD acquisition programs whose value based on FY1990 constant dollars exceeds $300 million of Research, 
 Development, Test and Evaluation funding (approximately $442 million in FY2009 dollars), $1.8 billion of 
 Procurement funding (approximately $2.578 billion in FY2009 dollars), or are designated MDAPs by the Under 
 Secretary of Defense for Acquisition, Technology, and Logistics. ",1.0537178798956994,5,5
64,"
 5  Congress’s authority to reorganize the defense acquisition process stems primarily from Article I, Section 8, of the 
 Constitution, which vests the legislature with the power to “raise and support Armies ... provide and maintain a Navy ... ",0.7987917237673677,5,4
65,"
 [and] make Rules for the Government and Regulation of the land and naval Forces.” ",0.6729604410026291,5,1
66,"
 6  Components with their own regulations include the Army, Air Force, Navy and Marine Corps, Defense Logistics 
 Agency, and U.S. Special Operations Command. ",0.7559444056786451,5,4
67,"
 Defense Acquisitions: How DOD Acquires Weapon Systems 
  
 Congressional Research Service 
 3 
 three-step process of identifying the required weapon system, establishing a budget, and acquiring 
 the system. ",1.0173306165962108,5,8
68,"These three steps are organized as follows: 
 1. ",0.7382333616037153,6,0
69,"  The Joint Capabilities Integration and Development System—for identifying 
 requirements. ",0.9700121386142528,6,2
70,"
 2. ",0.0,6,-1
71,"  The Planning, Programming, Budgeting, and Execution System—for allocating 
 resources and budgeting. ",1.0469779318050243,6,6
72," 
 3. ",0.0,6,-1
73,  The Defense Acquisition System—for developing and/or buying the item. ,0.6274020855594462,6,8
74," 
 These three steps (each of which is a system onto itself), taken together, are often referred to as 
 “Big ‘A’” acquisition, in contrast to the Defense Acquisition System, which is referred to as “little 
 ‘a’” acquisition (see  Figure 1 ). ",0.4931491315442484,6,0
75," 
 Figure 1. ",0.24724451928140057,6,0
76,"DOD’s Defense Acquisition Structure 
  
 Source:  Defense Acquisition Performance Assessment Report, February 2006, p. 4. ",0.8925132558522126,6,5
77,"
 The Requirements Process: Joint Capabilities Integration and 
 Development System (JCIDS)  
 The Joint Capabilities Integration and Development System is the process by which DOD 
 identifies, assesses, and prioritizes what capabilities the military requires to fulfill its mission. ",1.0549478912448527,6,2
78,"As 
 such, JCIDS is often referred to as the requirements generation process. ",0.5727393788397112,6,2
79,"Requirements identified 
 through JCIDS can be addressed in a number of ways, including changes in doctrine, training, 
 and organization, or the acquisition of a new item, such as a weapon system. ",1.051171497304558,6,2
80," 
 The JCIDS process was created in 2003 in an effort to fundamentally change the way DOD 
 developed requirements. ",0.9411389194119074,6,2
81,"Prior to 2003, DOD used a threat-based approach to identifying 
 warfighter requirements. ",0.8903940436212753,6,2
82,"7  With the advent of JCIDS, DOD shifted to a capabilities-based 
 approach to identifying warfighter needs. ",0.8846058513269349,6,2
83,"In other words, instead of developing, producing, and 
                                                                  
 7  This threat-based approach was known as the Requirements Generation System. ",0.6922573566892668,6,0
84,"
 Defense Acquisitions: How DOD Acquires Weapon Systems 
  
 Congressional Research Service 
 4 
 fielding systems based on specific perceived threats to the nation, DOD adopted a policy of 
 identifying what capabilities it needs to meet the strategic direction and priorities set forth in 
 high-level strategy and guidance documents such as the National Military Strategy, National 
 Defense Strategy, and Quadrennial Defense Review. 8   
 Many analysts suggest that under the threat-based approach, each military service identified a 
 threat, and in response to the threat developed its own independent weapons. ",1.2921876643163472,6,11
85,"The shift to a 
 capabilities-based approach served to promote a more collaborative method of identifying 
 capability gaps across services instead of each service developing its own response. ",0.9630398620449234,7,11
86,"As a result, 
 weapon systems are expected to be developed jointly among services. ",0.6885431516492879,7,11
87," 
 JCIDS is governed by the  Chairman of the Joint Chiefs of Staff Instruction   (CJCSI) 3170.01H  
 and utilizes the procedures described in the  Manual for the Operation of the Joint Capabilities 
 Integration and Development System . ",0.8889273193734256,7,2
88,"  According to DOD policy, the first step in the process is to 
 conduct a Capabilities Based Assessment (CBA), which analyzes the military’s capability needs 
 and gaps, and recommends both materiel 9  and non-materiel ways to address the gaps. ",1.352689469352958,7,2
89,"10  If, as a 
 result of a CBA or a comparable study a materiel solution (such as a weapon system) is 
 considered, an Initial Capabilities Document (ICD) is prepared. ",1.0517358017901512,7,7
90,"11  The ICD justifies the need for a 
 materiel solution to satisfy the identified capability gap. ",0.8103111239692347,7,7
91," 
 The Joint Requirements Oversight Council (JROC), the organization responsible for identifying 
 and prioritizing warfighter requirements, must approve the ICD. ",0.9452575045741717,7,2
92,"12  To approve the ICD, the JROC 
 reviews and validates  
 •  
 the capabilities required to perform the defined mission, 
 •  
 the gap in capabilities required to perform the mission, and  
 •  
 how the identified capability gap will be addressed (in whole or in part). ",1.2224687150500597,7,2
93,"
 The JROC may approve an ICD and recommend a non-materiel solution to meeting the military 
 need, such as a change to strategy or tactics. ",1.0014963980098326,7,2
94,"If the JROC approves a materiel solution, the 
 program enters the Defense Acquisition System (“little ‘a’”). ",0.5793518313268459,7,5
95,"The documentation developed 
 during the JCIDS process serves as the basis for decisions throughout the acquisition process. ",0.8030996785406012,7,5
96," 
 Despite its important role, the JROC does not have binding authority; it serves in an advisory role 
 to the Chairman of the Joint Chiefs of Staff. ",0.8118297059102314,7,4
97,"The Chairman is responsible for advising the 
                                                                  
 8  Chairman of the Joint Chiefs of Staff Instruction 3170.01H,  Joint Capabilities Integration and Development System . ",1.01098146967513,7,2
98,"
 9  A materiel item is any item “(including ships, tanks, self-propelled weapons, aircraft, etc., and related spares, repair 
 parts, and support equipment, but excluding real property, installations, and utilities) necessary to equip, operate, 
 maintain, and support military activities without distinction as to its application for administrative or combat purposes.” ",0.9769082054446235,7,10
99,"
 See DOD Dictionary of Military Terms,www.dtic.mil/doctrine/dod_dictionary/index.html. ",0.4603680833957445,7,1
100,"
 10  CJCSI 3170.01H. 
 11  Urgent or emergency operational needs may result in an Urgent Operational Need or Emergent Operational Need 
 document instead of an ICD. ",0.7527891933940555,7,0
101,"
 12  Capability requirement documents such as the ICD can be delegated to components in certain circumstances. ",0.7581572111497402,7,3
102,"The 
 JROC is a statutorily established council, defined in 10 U.S.C. §181. ",0.8120109400796146,7,9
103,"The roles and responsibilities of the JROC are 
 delineated in CJCSI 5123.01F. ",0.34719247912265755,7,1
